session,division,date,subject,result,yeas,nays,paired,bill,bill_type,bill_type_source,category,stage,confidence_proxy,repair_id,source_file
38-1,129,2005-06-21T19:25:27,"Bill C-48, An Act to authorize the Minister of Finance to make certain payments (report stage amendment)",Agreed To,152,147,0,C-48,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_38-1/votes_metadata.csv
38-1,130,2005-06-21T19:35:45,"Bill C-48, An Act to authorize the Minister of Finance to make certain payments (report stage subamendment)",Negatived,93,206,0,C-48,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_38-1/votes_metadata.csv
38-1,131,2005-06-21T19:45:49,"Bill C-48, An Act to authorize the Minister of Finance to make certain payments (report stage amendment)",Agreed To,152,147,0,C-48,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_38-1/votes_metadata.csv
38-1,132,2005-06-21T19:55:10,"Bill C-48, An Act to authorize the Minister of Finance to make certain payments (report stage subamendment)",Negatived,147,152,0,C-48,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_38-1/votes_metadata.csv
38-1,133,2005-06-21T20:00:30,"Bill C-48, An Act to authorize the Minister of Finance to make certain payments (report stage amendment)",Agreed To,152,147,0,C-48,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_38-1/votes_metadata.csv
38-1,134,2005-06-21T20:05:40,"Concurrence at report stage of Bill C-48, An Act to authorize the Minister of Finance to make certain payments",Agreed To,152,147,0,C-48,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_38-1/votes_metadata.csv
38-1,135,2005-06-22T17:45:25,"2nd reading of Bill C-312, An Act to amend the Canada Elections Act (appointment of returning officers)",Agreed To,258,29,2,C-312,Private Member’s Bill,legisinfo,private_members_business,second_reading,0,,Parliament_38-1/votes_metadata.csv
38-1,136,2005-06-22T17:55:07,"2nd reading of Bill C-275, An Act to amend the Criminal Code (failure to stop at scene of accident)",Negatived,94,194,2,C-275,Private Member’s Bill,legisinfo,private_members_business,second_reading,0,,Parliament_38-1/votes_metadata.csv
38-1,137,2005-06-22T18:05:21,Private Members' Business M-162 (Kyoto Protocol),Negatived,52,237,2,,,unknown,private_members_business,,0,,Parliament_38-1/votes_metadata.csv
38-1,138,2005-06-22T18:15:32,"2nd reading of Bill S-14, An Act to protect heritage lighthouses",Agreed To,233,52,2,S-14,Senate Public Bill,legisinfo,private_members_business,second_reading,0,,Parliament_38-1/votes_metadata.csv
38-1,139,2005-06-22T18:25:39,Private Members' Business M-228 (Symbol for the House of Commons),Agreed To,143,142,2,,,unknown,private_members_business,,0,,Parliament_38-1/votes_metadata.csv
38-1,140,2005-06-23T10:51:36,Motion for closure,Agreed To,195,97,0,,,unknown,procedural,,0,,Parliament_38-1/votes_metadata.csv
38-1,141,2005-06-23T20:15:02,Government Business No. 17 (Extended sitting period) (amendment),Negatived,101,197,0,,,unknown,government_motion,amendment,0,,Parliament_38-1/votes_metadata.csv
38-1,142,2005-06-23T20:25:36,Government Business No. 17 (Extended sitting period),Agreed To,191,108,0,,,unknown,government_motion,,0,,Parliament_38-1/votes_metadata.csv
38-1,143,2005-06-23T21:36:31,"Time allocation for Bill C-48, An Act to authorize the Minister of Finance to make certain payments",Agreed To,205,77,0,C-48,House Government Bill,legisinfo,procedural,,0,,Parliament_38-1/votes_metadata.csv
38-1,144,2005-06-23T23:15:00,"3rd reading and adoption of Bill C-48, An Act to authorize the Minister of Finance to make certain payments (subamendment)",Negatived,93,206,0,C-48,House Government Bill,legisinfo,government_bill,third_reading,0,,Parliament_38-1/votes_metadata.csv
38-1,145,2005-06-23T23:25:44,"Bill C-48, An Act to authorize the Minister of Finance to make certain payments (recommittal to a committee)",Negatived,93,206,0,C-48,House Government Bill,legisinfo,government_bill,,0,,Parliament_38-1/votes_metadata.csv
38-1,146,2005-06-23T23:35:12,"3rd reading and adoption of Bill C-48, An Act to authorize the Minister of Finance to make certain payments",Agreed To,152,147,0,C-48,House Government Bill,legisinfo,government_bill,third_reading,0,,Parliament_38-1/votes_metadata.csv
38-1,147,2005-06-27T21:46:49,"Time allocation for Bill C-38, An Act respecting certain aspects of legal capacity for marriage for civil purposes",Agreed To,163,106,4,C-38,House Government Bill,legisinfo,procedural,,0,,Parliament_38-1/votes_metadata.csv
38-1,148,2005-06-27T23:30:26,"Bill C-38, An Act respecting certain aspects of legal capacity for marriage for civil purposes (report stage amendment)",Negatived,109,163,4,C-38,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_38-1/votes_metadata.csv
38-1,149,2005-06-27T23:35:12,"Bill C-38, An Act respecting certain aspects of legal capacity for marriage for civil purposes (report stage amendment)",Negatived,122,157,4,C-38,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_38-1/votes_metadata.csv
38-1,150,2005-06-27T23:45:02,"Bill C-38, An Act respecting certain aspects of legal capacity for marriage for civil purposes (report stage amendment)",Negatived,103,175,4,C-38,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_38-1/votes_metadata.csv
38-1,151,2005-06-27T23:50:24,"Bill C-38, An Act respecting certain aspects of legal capacity for marriage for civil purposes (report stage amendment)",Negatived,103,174,4,C-38,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_38-1/votes_metadata.csv
38-1,152,2005-06-27T23:55:47,"Bill C-38, An Act respecting certain aspects of legal capacity for marriage for civil purposes (report stage amendment)",Negatived,103,174,4,C-38,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_38-1/votes_metadata.csv
38-1,153,2005-06-28T00:00:00,"Bill C-38, An Act respecting certain aspects of legal capacity for marriage for civil purposes (report stage amendment)",Negatived,103,174,4,C-38,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_38-1/votes_metadata.csv
38-1,154,2005-06-27T11:59:00,"Concurrence at report stage of Bill C-38, An Act respecting certain aspects of legal capacity for marriage for civil purposes",Agreed To,154,124,4,C-38,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_38-1/votes_metadata.csv
38-1,155,2005-06-28T20:30:59,"Bill C-38, An Act respecting certain aspects of legal capacity for marriage for civil purposes (recommittal to a committee)",Negatived,127,158,4,C-38,House Government Bill,legisinfo,government_bill,,0,,Parliament_38-1/votes_metadata.csv
38-1,156,2005-06-28T20:35:34,"3rd reading and adoption of Bill C-38, An Act respecting certain aspects of legal capacity for marriage for civil purposes",Agreed To,158,133,4,C-38,House Government Bill,legisinfo,government_bill,third_reading,0,,Parliament_38-1/votes_metadata.csv
38-1,157,2005-09-28T17:45:58,"2nd reading of Bill C-293, An Act to amend the Criminal Code (theft of a motor vehicle)",Negatived,88,175,4,C-293,Private Member’s Bill,legisinfo,private_members_business,second_reading,0,,Parliament_38-1/votes_metadata.csv
38-1,158,2005-09-28T17:55:00,"2nd reading of Bill C-260, An Act respecting the negotiation, approval, tabling and publication of treaties",Negatived,54,216,4,C-260,Private Member’s Bill,legisinfo,private_members_business,second_reading,0,,Parliament_38-1/votes_metadata.csv
38-1,159,2005-09-28T18:05:19,Private Members' Business M-221 (Age of consent),Negatived,100,169,4,,,unknown,private_members_business,,0,38-1/159,Parliament_38-1/votes_metadata.csv
38-1,160,2005-09-28T18:15:00,"2nd reading of Bill C-313, An Act to amend the Criminal Code (prohibited sexual acts)",Negatived,99,167,4,C-313,Private Member’s Bill,legisinfo,private_members_business,second_reading,0,,Parliament_38-1/votes_metadata.csv
38-1,161,2005-10-05T17:45:11,"3rd reading and adoption of Bill C-25, An Act governing the operation of remote sensing space systems",Agreed To,213,69,4,C-25,House Government Bill,legisinfo,government_bill,third_reading,0,,Parliament_38-1/votes_metadata.csv
38-1,162,2005-10-05T17:55:48,14th Report of the Standing Committee on Health,Agreed To,280,0,4,,,unknown,committee_report,,0,,Parliament_38-1/votes_metadata.csv
38-1,163,2005-10-05T18:05:44,Second Report of the Standing Committee on Fisheries and Oceans,Agreed To,280,0,4,,,unknown,committee_report,,0,,Parliament_38-1/votes_metadata.csv
38-1,164,2005-10-05T18:15:20,"Fourth Report of the Standing Committee on Access to Information, Privacy and Ethics",Agreed To,280,0,4,,,unknown,committee_report,,0,,Parliament_38-1/votes_metadata.csv
38-1,165,2005-10-05T18:25:50,"Sixth Report of the Standing Committee on Justice, Human Rights, Public Safety and Emergency Preparedness",Agreed To,162,118,4,,,unknown,committee_report,,0,,Parliament_38-1/votes_metadata.csv
38-1,166,2005-10-05T18:35:22,Private Members' Business M-164 (Textile and clothing industries) (amendment),Agreed To,190,89,4,,,unknown,private_members_business,amendment,0,,Parliament_38-1/votes_metadata.csv
38-1,167,2005-10-05T18:45:11,Private Members' Business M-164 (Textile and clothing industries),Agreed To,189,88,4,,,unknown,private_members_business,,0,,Parliament_38-1/votes_metadata.csv
38-1,168,2005-10-05T18:55:32,"2nd reading of Bill C-360, An Act to prevent psychological harassment in the workplace and to amend the Canada Labour Code",Negatived,72,199,4,C-360,Private Member’s Bill,legisinfo,private_members_business,second_reading,0,,Parliament_38-1/votes_metadata.csv
38-1,169,2005-10-05T19:05:36,"2nd reading of Bill C-363, An Act to amend the Canada Mortgage and Housing Corporation Act (profits distributed to provinces)",Negatived,71,202,4,C-363,Private Member’s Bill,legisinfo,private_members_business,second_reading,0,,Parliament_38-1/votes_metadata.csv
38-1,170,2005-10-05T19:15:27,Private Members' Business M-227 (Personal or private property),Negatived,87,178,4,,,unknown,private_members_business,,0,,Parliament_38-1/votes_metadata.csv
38-1,171,2005-10-18T17:45:54,"3rd reading and adoption of Bill C-28, An Act to amend the Food and Drugs Act",Agreed To,211,67,10,C-28,House Government Bill,legisinfo,government_bill,third_reading,0,,Parliament_38-1/votes_metadata.csv
38-1,172,2005-10-18T17:55:40,"2nd reading of Bill C-63, An Act to amend An Act to amend the Canada Elections Act and the Income Tax Act",Agreed To,189,89,10,C-63,House Government Bill,legisinfo,government_bill,second_reading,0,,Parliament_38-1/votes_metadata.csv
38-1,173,2005-10-25T17:45:31,"2nd reading of Bill C-65, An Act to amend the Criminal Code (street racing) and to make a consequential amendment to another Act",Agreed To,198,86,2,C-65,House Government Bill,legisinfo,government_bill,second_reading,0,,Parliament_38-1/votes_metadata.csv
38-1,174,2005-10-25T17:55:31,"2nd reading of Bill C-64, An Act to amend the Criminal Code (vehicle identification number)",Agreed To,198,87,2,C-64,House Government Bill,legisinfo,government_bill,second_reading,0,,Parliament_38-1/votes_metadata.csv
38-1,175,2005-10-26T17:50:39,Private Members' Business M-153 (Firefighters) (amendment),Agreed To,146,129,0,,,unknown,private_members_business,amendment,0,,Parliament_38-1/votes_metadata.csv
38-1,176,2005-10-26T18:00:54,Private Members' Business M-153 (Firefighters),Agreed To,161,112,0,,,unknown,private_members_business,,0,,Parliament_38-1/votes_metadata.csv
38-1,177,2005-10-26T18:10:29,Private Members' Business M-135 (Queensway-Carleton Hospital) (amendment),Negatived,111,167,0,,,unknown,private_members_business,amendment,0,,Parliament_38-1/votes_metadata.csv
38-1,178,2005-10-26T18:20:34,Private Members' Business M-135 (Queensway-Carleton Hospital),Negatived,110,165,0,,,unknown,private_members_business,,0,,Parliament_38-1/votes_metadata.csv
38-1,179,2005-11-02T18:45:57,Private Members' Business M-253 (Strychnine solution),Negatived,80,157,0,,,unknown,private_members_business,,0,,Parliament_38-1/votes_metadata.csv
38-1,180,2005-11-15T17:45:33,Opposition Motion (Access to Information Act),Agreed To,169,130,0,,,unknown,opposition_motion,,0,,Parliament_38-1/votes_metadata.csv
38-1,181,2005-11-15T17:55:45,Referral of a question of privilege to committee,Negatived,134,163,0,,,unknown,procedural,,0,,Parliament_38-1/votes_metadata.csv
38-1,182,2005-11-21T18:45:46,Opposition Motion (39th general election),Agreed To,167,129,0,,,unknown,opposition_motion,,0,,Parliament_38-1/votes_metadata.csv
38-1,183,2005-11-22T17:30:08,Opposition Motion (World Trade Organization negotiations),Agreed To,288,0,0,,,unknown,opposition_motion,,0,,Parliament_38-1/votes_metadata.csv
38-1,184,2005-11-23T15:22:14,Appointment of an officer of Parliament,Agreed To,201,89,2,,,unknown,appointment,,0,,Parliament_38-1/votes_metadata.csv
38-1,185,2005-11-23T16:08:31,Ways and Means motion No. 10,Agreed To,201,92,2,,,unknown,supply,,1,,Parliament_38-1/votes_metadata.csv
38-1,186,2005-11-23T17:45:35,"2nd reading of Bill C-248, An Act to amend the Controlled Drugs and Substances Act (trafficking in a controlled drug or substance within five hundred metres of an elementary school or a high school)",Agreed To,218,31,2,C-248,Private Member’s Bill,legisinfo,private_members_business,second_reading,0,,Parliament_38-1/votes_metadata.csv
38-1,187,2005-11-23T17:55:22,"2nd reading of Bill C-301, An Act to amend the Old Age Security Act (monthly guaranteed income supplement)",Agreed To,252,0,2,C-301,Private Member’s Bill,legisinfo,private_members_business,second_reading,0,,Parliament_38-1/votes_metadata.csv
38-1,188,2005-11-23T18:05:54,"2nd reading of Bill C-251, An Act to amend the Parliament of Canada Act (members who cross the floor)",Negatived,60,189,2,C-251,Private Member’s Bill,legisinfo,private_members_business,second_reading,0,,Parliament_38-1/votes_metadata.csv
38-1,189,2005-11-23T18:15:23,"2nd reading of Bill C-380, An Act to amend the Canada Labour Code (pregnant or nursing employees)",Agreed To,155,92,0,C-380,Private Member’s Bill,legisinfo,private_members_business,second_reading,0,,Parliament_38-1/votes_metadata.csv
38-1,190,2005-11-28T17:45:24,Opposition Motion (Confidence in the Government),Agreed To,171,133,0,,,unknown,opposition_motion,,1,,Parliament_38-1/votes_metadata.csv
39-1,1,2006-05-08T18:30:50,Budgetary policy (subamendment),Negatived,28,258,2,,,unknown,supply,amendment,1,,Parliament_39-1/votes_metadata.csv
39-1,2,2006-05-08T18:40:27,Opposition Motion (Child care),Negatived,114,173,2,,,unknown,opposition_motion,,0,,Parliament_39-1/votes_metadata.csv
39-1,3,2006-05-08T18:45:07,Government Business No. 6 (North American Aerospace Defense (NORAD) Agreement),Agreed To,257,30,2,,,unknown,government_motion,,0,,Parliament_39-1/votes_metadata.csv
39-1,4,2006-05-08T18:50:49,"2nd reading of Bill C-5, An Act respecting the establishment of the Public Health Agency of Canada and amending certain Acts",Agreed To,238,49,2,C-5,House Government Bill,legisinfo,government_bill,second_reading,0,,Parliament_39-1/votes_metadata.csv
39-1,5,2006-05-09T18:30:00,Budgetary policy (amendment),Negatived,116,174,0,,,unknown,supply,amendment,1,,Parliament_39-1/votes_metadata.csv
39-1,6,2006-05-10T18:40:05,Budgetary policy,Agreed To,175,113,0,,,unknown,supply,,1,,Parliament_39-1/votes_metadata.csv
